qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
IIBCLGFB_00253	10	411	411	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_F~~~YP_001217803.1~~~Victors_147675137	7	408	408	1.46e-245	402	81.6	0	0	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_F~~~YP_001217803.1~~~Victors_147675137 gi|147675137|ref|YP_001217803.1| Na(+)-translocating NADH-quinone reductase subunit F [Vibrio cholerae O395]
IIBCLGFB_00261	3	246	246	victors~~~pyruvate_formate_lyase-activating_enzyme_1~~~NP_459945.2~~~Victors_161353606	22	265	265	2.76e-145	244	73.8	0	0	victors~~~pyruvate_formate_lyase-activating_enzyme_1~~~NP_459945.2~~~Victors_161353606 gi|161353606|ref|NP_459945.2| pyruvate formate lyase-activating enzyme 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00273	4	447	449	victors~~~glutamate_dehydrogenase~~~YP_975591.1~~~Victors_121635346	1	443	444	3.84e-208	445	65.4	3	2	victors~~~glutamate_dehydrogenase~~~YP_975591.1~~~Victors_121635346 gi|121635346|ref|YP_975591.1| glutamate dehydrogenase [Neisseria meningitidis FAM18]
IIBCLGFB_00274	1	146	146	victors~~~ferric_uptake_regulation_protein~~~YP_001652231.1~~~Victors_165976638	1	148	149	2.94e-76	148	71.6	2	1	victors~~~ferric_uptake_regulation_protein~~~YP_001652231.1~~~Victors_165976638 gi|165976638|ref|YP_001652231.1| ferric uptake regulation protein [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
IIBCLGFB_00280	1	355	357	victors~~~chorismate_synthase~~~NP_456925.1~~~Victors_16761308	1	350	361	1.20e-193	355	74.6	5	1	victors~~~chorismate_synthase~~~NP_456925.1~~~Victors_16761308 gi|16761308|ref|NP_456925.1| chorismate synthase [Salmonella enterica subsp. enterica serovar Typhi str. CT18]
IIBCLGFB_00293	1	286	286	victors~~~DNA_adenine_methylase~~~YP_247926.1~~~Victors_68248814	1	286	286	8.21e-215	286	100	0	0	victors~~~DNA_adenine_methylase~~~YP_247926.1~~~Victors_68248814 gi|68248814|ref|YP_247926.1| DNA adenine methylase [Haemophilus influenzae 86-028NP]
IIBCLGFB_00312	3	488	488	victors~~~inosine_5'-monophosphate_dehydrogenase~~~NP_708347.2~~~Victors_56480121	2	487	488	2.53e-281	486	82.5	0	0	victors~~~inosine_5'-monophosphate_dehydrogenase~~~NP_708347.2~~~Victors_56480121 gi|56480121|ref|NP_708347.2| inosine 5'-monophosphate dehydrogenase [Shigella flexneri 2a str. 301]
IIBCLGFB_00313	1	523	523	victors~~~GMP_synthase~~~YP_001651599.1~~~Victors_165976006	1	523	523	0.0	523	91.4	0	0	victors~~~GMP_synthase~~~YP_001651599.1~~~Victors_165976006 gi|165976006|ref|YP_001651599.1| GMP synthase [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
IIBCLGFB_00320	1	691	709	victors~~~polynucleotide_phosphorylase/polyadenylase~~~YP_001053284.1~~~Victors_126208059	1	691	715	0.0	691	90.9	0	0	victors~~~polynucleotide_phosphorylase/polyadenylase~~~YP_001053284.1~~~Victors_126208059 gi|126208059|ref|YP_001053284.1| polynucleotide phosphorylase/polyadenylase [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00338	1	940	943	victors~~~DNA_excision_repair_protein_subunit_A~~~YP_170265.1~~~Victors_56708369	1	940	940	0.0	941	63.4	2	2	victors~~~DNA_excision_repair_protein_subunit_A~~~YP_170265.1~~~Victors_56708369 gi|56708369|ref|YP_170265.1| DNA excision repair protein subunit A [Francisella tularensis subsp. tularensis SCHU S4]
IIBCLGFB_00395	1	294	299	victors~~~magnesium_and_cobalt_efflux_protein~~~YP_001053081.1~~~Victors_126207856	1	292	297	5.61e-143	294	72.8	2	2	victors~~~magnesium_and_cobalt_efflux_protein~~~YP_001053081.1~~~Victors_126207856 gi|126207856|ref|YP_001053081.1| magnesium and cobalt efflux protein [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00414	1	331	335	victors~~~Holliday_junction_DNA_helicase_RuvB~~~YP_169998.1~~~Victors_56708102	1	333	348	1.58e-173	333	72.4	2	1	victors~~~Holliday_junction_DNA_helicase_RuvB~~~YP_169998.1~~~Victors_56708102 gi|56708102|ref|YP_169998.1| Holliday junction DNA helicase RuvB [Francisella tularensis subsp. tularensis SCHU S4]
IIBCLGFB_00431	1	431	431	victors~~~opacity_associated_protein~~~YP_248047.1~~~Victors_68248935	1	431	431	4.38e-290	431	100	0	0	victors~~~opacity_associated_protein~~~YP_248047.1~~~Victors_68248935 gi|68248935|ref|YP_248047.1| opacity associated protein [Haemophilus influenzae 86-028NP]
IIBCLGFB_00433	1	233	236	victors~~~DNA_repair_protein_RecO~~~YP_001217961.1~~~Victors_147673381	1	233	241	1.26e-100	233	61.4	0	0	victors~~~DNA_repair_protein_RecO~~~YP_001217961.1~~~Victors_147673381 gi|147673381|ref|YP_001217961.1| DNA repair protein RecO [Vibrio cholerae O395]
IIBCLGFB_00435	1	743	743	victors~~~GDP/GTP_pyrophosphokinase~~~YP_001605545.1~~~Victors_162418825	1	741	744	0.0	747	62.8	10	6	victors~~~GDP/GTP_pyrophosphokinase~~~YP_001605545.1~~~Victors_162418825 gi|162418825|ref|YP_001605545.1| GDP/GTP pyrophosphokinase [Yersinia pestis Angola]
IIBCLGFB_00452	1	336	338	victors~~~UDP-glucose_4-epimerase~~~YP_001007253.1~~~Victors_123443279	1	334	336	1.45e-155	336	63.4	2	1	victors~~~UDP-glucose_4-epimerase~~~YP_001007253.1~~~Victors_123443279 gi|123443279|ref|YP_001007253.1| UDP-glucose 4-epimerase [Yersinia enterocolitica subsp. enterocolitica 8081]
IIBCLGFB_00460	10	284	306	victors~~~ATP-binding_transport_protein~~~NP_669212.1~~~Victors_22125789	13	287	296	5.80e-142	275	71.6	0	0	victors~~~ATP-binding_transport_protein~~~NP_669212.1~~~Victors_22125789 gi|22125789|ref|NP_669212.1| ATP-binding transport protein [Yersinia pestis KIM10+]
IIBCLGFB_00461	23	293	293	victors~~~periplasmic-binding_protein~~~YP_001607037.1~~~Victors_162419227	52	322	322	1.14e-151	271	74.9	0	0	victors~~~periplasmic-binding_protein~~~YP_001607037.1~~~Victors_162419227 gi|162419227|ref|YP_001607037.1| periplasmic-binding protein [Yersinia pestis Angola]
IIBCLGFB_00491	1	558	562	victors~~~long-chain-fatty-acid--CoA_ligase~~~NP_460774.1~~~Victors_16765159	1	556	561	4.90e-262	558	64.0	2	1	victors~~~long-chain-fatty-acid--CoA_ligase~~~NP_460774.1~~~Victors_16765159 gi|16765159|ref|NP_460774.1| long-chain-fatty-acid--CoA ligase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00494	1	363	363	victors~~~GTP-dependent_nucleic_acid-binding_protein_EngD~~~YP_852334.1~~~Victors_117623421	1	363	363	1.07e-219	363	81.3	0	0	victors~~~GTP-dependent_nucleic_acid-binding_protein_EngD~~~YP_852334.1~~~Victors_117623421 gi|117623421|ref|YP_852334.1| GTP-dependent nucleic acid-binding protein EngD [Escherichia coli APEC O1]
IIBCLGFB_00507	1	315	315	victors~~~acetyl-CoA_carboxylase_carboxyltransferase_subunit_alpha~~~YP_248120.1~~~Victors_68249008	1	315	315	2.47e-226	315	100	0	0	victors~~~acetyl-CoA_carboxylase_carboxyltransferase_subunit_alpha~~~YP_248120.1~~~Victors_68249008 gi|68249008|ref|YP_248120.1| acetyl-CoA carboxylase carboxyltransferase subunit alpha [Haemophilus influenzae 86-028NP]
IIBCLGFB_00508	1	259	261	victors~~~zinc_ABC_transporter_permease_ZnuB~~~NP_460850.1~~~Victors_16765235	1	259	261	8.30e-103	259	60.6	0	0	victors~~~zinc_ABC_transporter_permease_ZnuB~~~NP_460850.1~~~Victors_16765235 gi|16765235|ref|NP_460850.1| zinc ABC transporter permease ZnuB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00512	2	88	91	victors~~~host_factor-I~~~NP_273790.1~~~Victors_15676646	3	91	97	1.49e-37	89	70.8	2	2	victors~~~host_factor-I~~~NP_273790.1~~~Victors_15676646 gi|15676646|ref|NP_273790.1| host factor-I [Neisseria meningitidis MC58]
IIBCLGFB_00520	5	458	459	victors~~~protease~~~NP_461080.1~~~Victors_16765465	2	451	453	2.72e-269	454	78.4	4	2	victors~~~protease~~~NP_461080.1~~~Victors_16765465 gi|16765465|ref|NP_461080.1| protease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00529	1	90	90	victors~~~DNA-binding_protein_HU~~~YP_001052827.1~~~Victors_126207602	1	90	90	3.25e-44	90	80.0	0	0	victors~~~DNA-binding_protein_HU~~~YP_001052827.1~~~Victors_126207602 gi|126207602|ref|YP_001052827.1| DNA-binding protein HU [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00542	1	199	200	victors~~~recombination_protein_RecR~~~YP_001967868.1~~~Victors_190149343	21	219	221	6.52e-124	199	84.9	0	0	victors~~~recombination_protein_RecR~~~YP_001967868.1~~~Victors_190149343 gi|190149343|ref|YP_001967868.1| recombination protein RecR [Actinobacillus pleuropneumoniae serovar 7 str. AP76]
IIBCLGFB_00563	9	785	803	victors~~~ATP-dependent_protease_LA~~~YP_001651429.1~~~Victors_165975836	11	787	802	0.0	778	72.1	2	2	victors~~~ATP-dependent_protease_LA~~~YP_001651429.1~~~Victors_165975836 gi|165975836|ref|YP_001651429.1| ATP-dependent protease LA [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
IIBCLGFB_00580	1	289	289	victors~~~F0F1_ATP_synthase_subunit_gamma~~~YP_001054336.1~~~Victors_126209111	1	288	288	6.81e-158	289	73.0	1	1	victors~~~F0F1_ATP_synthase_subunit_gamma~~~YP_001054336.1~~~Victors_126209111 gi|126209111|ref|YP_001054336.1| F0F1 ATP synthase subunit gamma [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00581	1	513	513	victors~~~F0F1_ATP_synthase_subunit_alpha~~~YP_001054337.1~~~Victors_126209112	1	513	513	0.0	513	88.7	0	0	victors~~~F0F1_ATP_synthase_subunit_alpha~~~YP_001054337.1~~~Victors_126209112 gi|126209112|ref|YP_001054337.1| F0F1 ATP synthase subunit alpha [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00591	1	166	167	victors~~~S-ribosylhomocysteinase~~~YP_001053909.1~~~Victors_126208684	1	167	169	1.64e-92	167	74.9	1	1	victors~~~S-ribosylhomocysteinase~~~YP_001053909.1~~~Victors_126208684 gi|126208684|ref|YP_001053909.1| S-ribosylhomocysteinase [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00620	1	386	386	victors~~~phosphoglycerate_kinase~~~NP_249243.1~~~Victors_15595749	1	387	387	2.13e-196	387	72.6	1	1	victors~~~phosphoglycerate_kinase~~~NP_249243.1~~~Victors_15595749 gi|15595749|ref|NP_249243.1| phosphoglycerate kinase [Pseudomonas aeruginosa PAO1]
IIBCLGFB_00622	1	70	86	victors~~~ferredoxin~~~NP_438685.1~~~Victors_16272471	1	70	70	3.09e-53	70	98.6	0	0	victors~~~ferredoxin~~~NP_438685.1~~~Victors_16272471 gi|16272471|ref|NP_438685.1| ferredoxin [Haemophilus influenzae Rd KW20]
IIBCLGFB_00631	5	202	211	victors~~~urease_accessory_protein_UreG~~~YP_002300712.1~~~Victors_210134273	2	199	199	3.78e-107	198	73.7	0	0	victors~~~urease_accessory_protein_UreG~~~YP_002300712.1~~~Victors_210134273 gi|210134273|ref|YP_002300712.1| urease accessory protein UreG [Helicobacter pylori P12]
IIBCLGFB_00634	5	572	572	victors~~~urease_subunit_beta~~~NP_206872.1~~~Victors_15644702	4	569	569	2.43e-257	570	62.1	6	3	victors~~~urease_subunit_beta~~~NP_206872.1~~~Victors_15644702 gi|15644702|ref|NP_206872.1| urease subunit beta [Helicobacter pylori 26695]
IIBCLGFB_00646	1	270	287	victors~~~dimethyladenosine_transferase~~~YP_069175.1~~~Victors_51594984	1	265	272	2.90e-129	270	67.0	5	1	victors~~~dimethyladenosine_transferase~~~YP_069175.1~~~Victors_51594984 gi|51594984|ref|YP_069175.1| dimethyladenosine transferase [Yersinia pseudotuberculosis IP 32953]
IIBCLGFB_00653	4	486	494	victors~~~glucose-6-phosphate_1-dehydrogenase~~~YP_001215182.1~~~Victors_147671692	6	489	501	5.63e-250	484	68.0	1	1	victors~~~glucose-6-phosphate_1-dehydrogenase~~~YP_001215182.1~~~Victors_147671692 gi|147671692|ref|YP_001215182.1| glucose-6-phosphate 1-dehydrogenase [Vibrio cholerae O395]
IIBCLGFB_00659	1	330	330	victors~~~asparagine_synthetase_AsnA~~~NP_346397.1~~~Victors_15901793	1	330	330	7.00e-197	330	78.5	0	0	victors~~~asparagine_synthetase_AsnA~~~NP_346397.1~~~Victors_15901793 gi|15901793|ref|NP_346397.1| asparagine synthetase AsnA [Streptococcus pneumoniae TIGR4]
IIBCLGFB_00676	1	393	394	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067	1	393	394	1.62e-248	393	82.4	0	0	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067 gi|15676067|ref|NP_273197.1| elongation factor Tu [Neisseria meningitidis MC58]
IIBCLGFB_00684	1	189	189	victors~~~RNA_polymerase_sigma_factor_RpoE~~~YP_248295.1~~~Victors_68249183	1	189	189	2.37e-134	189	100	0	0	victors~~~RNA_polymerase_sigma_factor_RpoE~~~YP_248295.1~~~Victors_68249183 gi|68249183|ref|YP_248295.1| RNA polymerase sigma factor RpoE [Haemophilus influenzae 86-028NP]
IIBCLGFB_00699	6	325	354	victors~~~recombinase_A~~~NP_698206.1~~~Victors_23502079	15	335	361	1.98e-163	321	70.1	1	1	victors~~~recombinase_A~~~NP_698206.1~~~Victors_23502079 gi|23502079|ref|NP_698206.1| recombinase A [Brucella suis 1330]
IIBCLGFB_00719	1	393	394	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067	1	393	394	4.63e-248	393	82.4	0	0	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067 gi|15676067|ref|NP_273197.1| elongation factor Tu [Neisseria meningitidis MC58]
IIBCLGFB_00752	46	988	988	victors~~~hemoglobin-binding_protein~~~NP_438821.1~~~Victors_16272604	69	1010	1010	0.0	948	85.1	11	7	victors~~~hemoglobin-binding_protein~~~NP_438821.1~~~Victors_16272604 gi|16272604|ref|NP_438821.1| hemoglobin-binding protein [Haemophilus influenzae Rd KW20]
IIBCLGFB_00807	1	432	432	victors~~~trigger_factor~~~YP_001054196.1~~~Victors_126208971	1	431	433	1.77e-218	432	72.9	1	1	victors~~~trigger_factor~~~YP_001054196.1~~~Victors_126208971 gi|126208971|ref|YP_001054196.1| trigger factor [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00808	1	193	193	victors~~~ATP-dependent_Clp_protease_proteolytic_subunit~~~NP_459444.1~~~Victors_16763829	14	206	207	5.23e-102	193	71.0	0	0	victors~~~ATP-dependent_Clp_protease_proteolytic_subunit~~~NP_459444.1~~~Victors_16763829 gi|16763829|ref|NP_459444.1| ATP-dependent Clp protease proteolytic subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00809	1	409	411	victors~~~ATP-dependent_protease_ATP-binding_subunit_ClpX~~~NP_846917.1~~~Victors_30264540	4	405	419	9.32e-174	409	62.6	7	4	victors~~~ATP-dependent_protease_ATP-binding_subunit_ClpX~~~NP_846917.1~~~Victors_30264540 gi|30264540|ref|NP_846917.1| ATP-dependent protease ATP-binding subunit ClpX [Bacillus anthracis str. Ames]
IIBCLGFB_00858	1	415	415	victors~~~diaminopimelate_decarboxylase~~~YP_001218294.1~~~Victors_147674363	1	415	417	1.00e-197	416	63.2	2	2	victors~~~diaminopimelate_decarboxylase~~~YP_001218294.1~~~Victors_147674363 gi|147674363|ref|YP_001218294.1| diaminopimelate decarboxylase [Vibrio cholerae O395]
IIBCLGFB_00870	1	612	612	victors~~~dihydroxy-acid_dehydratase~~~YP_001218384.1~~~Victors_147675499	1	612	613	0.0	612	80.7	0	0	victors~~~dihydroxy-acid_dehydratase~~~YP_001218384.1~~~Victors_147675499 gi|147675499|ref|YP_001218384.1| dihydroxy-acid dehydratase [Vibrio cholerae O395]
IIBCLGFB_00872	4	1159	1159	victors~~~DNA_polymerase_III_subunit_alpha~~~NP_670419.1~~~Victors_22126996	14	1171	1171	0.0	1158	71.2	2	2	victors~~~DNA_polymerase_III_subunit_alpha~~~NP_670419.1~~~Victors_22126996 gi|22126996|ref|NP_670419.1| DNA polymerase III subunit alpha [Yersinia pestis KIM10+]
IIBCLGFB_00882	3	1297	1297	victors~~~phosphoribosylformylglycinamidine_synthase~~~YP_001216350.1~~~Victors_147673351	1	1296	1297	0.0	1296	69.6	1	1	victors~~~phosphoribosylformylglycinamidine_synthase~~~YP_001216350.1~~~Victors_147673351 gi|147673351|ref|YP_001216350.1| phosphoribosylformylglycinamidine synthase [Vibrio cholerae O395]
IIBCLGFB_00930	1	37	37	victors~~~50S_ribosomal_protein_L36~~~YP_513052.1~~~Victors_89255691	1	37	37	1.89e-18	37	81.1	0	0	victors~~~50S_ribosomal_protein_L36~~~YP_513052.1~~~Victors_89255691 gi|89255691|ref|YP_513052.1| 50S ribosomal protein L36 [Francisella tularensis subsp. holarctica LVS]
IIBCLGFB_00935	1	128	128	victors~~~50S_ribosomal_protein_L17~~~YP_169400.1~~~Victors_56707504	1	145	145	1.24e-53	145	60.0	17	1	victors~~~50S_ribosomal_protein_L17~~~YP_169400.1~~~Victors_56707504 gi|56707504|ref|YP_169400.1| 50S ribosomal protein L17 [Francisella tularensis subsp. tularensis SCHU S4]
IIBCLGFB_00945	1	295	295	victors~~~UTP-glucose-1-phosphate_uridylyltransferase~~~YP_001651654.1~~~Victors_165976061	1	295	295	1.94e-181	295	83.4	0	0	victors~~~UTP-glucose-1-phosphate_uridylyltransferase~~~YP_001651654.1~~~Victors_165976061 gi|165976061|ref|YP_001651654.1| UTP-glucose-1-phosphate uridylyltransferase [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
IIBCLGFB_00956	10	506	506	victors~~~galactose/methyl_galaxtoside_transporter_ATP-binding_protein~~~YP_001054108.1~~~Victors_126208883	3	499	499	0.0	497	89.7	0	0	victors~~~galactose/methyl_galaxtoside_transporter_ATP-binding_protein~~~YP_001054108.1~~~Victors_126208883 gi|126208883|ref|YP_001054108.1| galactose/methyl galaxtoside transporter ATP-binding protein [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_00978	1	205	205	victors~~~thiol:disulfide_interchange_protein_DsbA~~~YP_248552.1~~~Victors_68249440	1	205	205	3.58e-146	205	100	0	0	victors~~~thiol:disulfide_interchange_protein_DsbA~~~YP_248552.1~~~Victors_68249440 gi|68249440|ref|YP_248552.1| thiol:disulfide interchange protein DsbA [Haemophilus influenzae 86-028NP]
IIBCLGFB_00991	1	856	856	victors~~~chaperone_protein_ClpB~~~NP_461591.1~~~Victors_16765976	1	857	857	0.0	857	76.8	1	1	victors~~~chaperone_protein_ClpB~~~NP_461591.1~~~Victors_16765976 gi|16765976|ref|NP_461591.1| chaperone protein ClpB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_00993	9	751	782	victors~~~hypothetical_protein_SF4334~~~NP_710044.3~~~Victors_344915383	15	758	827	0.0	744	66.9	1	1	victors~~~hypothetical_protein_SF4334~~~NP_710044.3~~~Victors_344915383 gi|344915383|ref|NP_710044.3| hypothetical protein SF4334 [Shigella flexneri 2a str. 301]
IIBCLGFB_00996	7	610	616	victors~~~GTP_binding_translational_elongation_factor_Tu_and_G_family_protein~~~YP_513513.1~~~Victors_89256151	2	604	605	9.20e-304	604	69.0	1	1	victors~~~GTP_binding_translational_elongation_factor_Tu_and_G_family_protein~~~YP_513513.1~~~Victors_89256151 gi|89256151|ref|YP_513513.1| GTP binding translational elongation factor Tu and G family protein [Francisella tularensis subsp. holarctica LVS]
IIBCLGFB_00998	8	470	470	victors~~~glutamine_synthetase~~~NP_698011.1~~~Victors_23501884	7	468	469	8.95e-209	463	62.4	1	1	victors~~~glutamine_synthetase~~~NP_698011.1~~~Victors_23501884 gi|23501884|ref|NP_698011.1| glutamine synthetase [Brucella suis 1330]
IIBCLGFB_00999	8	345	347	victors~~~dTDP-glucose-4,6-dehydratase~~~NP_461042.1~~~Victors_16765427	3	344	361	2.73e-159	346	62.7	12	2	victors~~~dTDP-glucose-4,6-dehydratase~~~NP_461042.1~~~Victors_16765427 gi|16765427|ref|NP_461042.1| dTDP-glucose-4,6-dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_01004	1	82	85	victors~~~50S_ribosomal_protein_L27~~~YP_514107.1~~~Victors_89256745	1	82	84	4.44e-35	82	70.7	0	0	victors~~~50S_ribosomal_protein_L27~~~YP_514107.1~~~Victors_89256745 gi|89256745|ref|YP_514107.1| 50S ribosomal protein L27 [Francisella tularensis subsp. holarctica LVS]
IIBCLGFB_01009	1	236	236	victors~~~two-component_response_regulator~~~YP_001052761.1~~~Victors_126207536	1	238	238	4.85e-137	238	78.2	2	1	victors~~~two-component_response_regulator~~~YP_001052761.1~~~Victors_126207536 gi|126207536|ref|YP_001052761.1| two-component response regulator [Actinobacillus pleuropneumoniae serovar 5b str. L20]
IIBCLGFB_01012	4	532	532	victors~~~bifunctional_phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase~~~YP_002348608.1~~~Victors_218930733	5	529	529	1.06e-299	529	77.5	4	1	victors~~~bifunctional_phosphoribosylaminoimidazolecarboxamide_formyltransferase/IMP_cyclohydrolase~~~YP_002348608.1~~~Victors_218930733 gi|218930733|ref|YP_002348608.1| bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase [Yersinia pestis CO92]
IIBCLGFB_01013	1	429	429	victors~~~phosphoribosylamine--glycine_ligase~~~YP_001218530.1~~~Victors_147673352	1	429	429	1.51e-243	429	76.9	0	0	victors~~~phosphoribosylamine--glycine_ligase~~~YP_001218530.1~~~Victors_147673352 gi|147673352|ref|YP_001218530.1| phosphoribosylamine--glycine ligase [Vibrio cholerae O395]
IIBCLGFB_01016	1	419	421	victors~~~serine_hydroxymethyltransferase~~~YP_002809666.1~~~Victors_227081115	20	434	435	5.07e-225	419	72.6	4	2	victors~~~serine_hydroxymethyltransferase~~~YP_002809666.1~~~Victors_227081115 gi|227081115|ref|YP_002809666.1| serine hydroxymethyltransferase [Vibrio cholerae M66-2]
IIBCLGFB_01056	1	508	508	victors~~~catalase~~~YP_248627.1~~~Victors_68249515	1	508	508	0.0	508	100	0	0	victors~~~catalase~~~YP_248627.1~~~Victors_68249515 gi|68249515|ref|YP_248627.1| catalase [Haemophilus influenzae 86-028NP]
IIBCLGFB_01086	21	224	224	victors~~~cAMP-activated_global_transcriptional_regulator~~~NP_462369.1~~~Victors_16766754	7	210	210	4.09e-117	204	77.5	0	0	victors~~~cAMP-activated_global_transcriptional_regulator~~~NP_462369.1~~~Victors_16766754 gi|16766754|ref|NP_462369.1| cAMP-activated global transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
IIBCLGFB_01098	6	148	149	victors~~~3-dehydroquinate_dehydratase~~~YP_001054549.1~~~Victors_126209324	3	145	154	3.96e-69	143	68.5	0	0	victors~~~3-dehydroquinate_dehydratase~~~YP_001054549.1~~~Victors_126209324 gi|126209324|ref|YP_001054549.1| 3-dehydroquinate dehydratase [Actinobacillus pleuropneumoniae serovar 5b str. L20]
