SEQUENCE	START	END	STRAND	GENE	COVERAGE	GAPS	%COVERAGE	%IDENTITY	DATABASE	VFDB_ID	PRODUCT	DESCRIPTION
EJFNJEFF_00324	1	588	+	(orfM)	1-588/588	0/0	100.0	96.09	VFDB	VFG013265(gb|NP_438428)	[LOS_(CVF494)]	 VFG013265(gb|NP_438428) (orfM) deoxyribonucleotide triphosphate pyrophosphatase [LOS (CVF494)]
EJFNJEFF_00325	15	1006	+	(lgtC)	3-993/993	1/1	99.8	98.08	VFDB	VFG013260(gb|NP_438427)	[LOS_(CVF494)]	 VFG013260(gb|NP_438427) (lgtC) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_00389	1	957	+	(msbB)	1-957/957	0/0	100.0	98.95	VFDB	VFG013254(gb|NP_438368)	[LOS_(CVF494)]	 VFG013254(gb|NP_438368) (msbB) lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase [LOS (CVF494)]
EJFNJEFF_00448	1	1110	+	(ompP2)	1-1080/1080	33/72	98.06	85.41	VFDB	VFG000336(gb|NP_438308)	[P2_protein_(VF0042)]	 VFG000336(gb|NP_438308) (ompP2) outer membrane protein P2 (ompP2), laminin binding protein [P2 protein (VF0042)]
EJFNJEFF_00501	16	1071	+	(hitC)	1-1056/1056	0/0	100.0	99.34	VFDB	VFG000344(gb|NP_438273)	[HitABC_(VF0268)]	 VFG000344(gb|NP_438273) (hitC) iron(III) ABC transporter, ATP-binding protein [HitABC (VF0268)]
EJFNJEFF_00646	1	1764	+	(msbA)	1-1764/1764	0/0	100.0	99.43	VFDB	VFG013248(gb|NP_438233)	[LOS_(CVF494)]	 VFG013248(gb|NP_438233) (msbA) lipid transporter ATP-binding/permease [LOS (CVF494)]
EJFNJEFF_00647	1	999	+	(lpxK)	1-999/999	0/0	100.0	96.4	VFDB	VFG013242(gb|NP_438232)	[LOS_(CVF494)]	 VFG013242(gb|NP_438232) (lpxK) tetraacyldisaccharide 4'-kinase [LOS (CVF494)]
EJFNJEFF_00648	1	744	+	(kdsB)	1-744/765	0/0	97.25	98.92	VFDB	VFG013236(gb|NP_438231)	[LOS_(CVF494)]	 VFG013236(gb|NP_438231) (kdsB) 3-deoxy-manno-octulosonate cytidylyltransferase [LOS (CVF494)]
EJFNJEFF_00740	1	1068	+	(wecA)	1-1068/1068	0/0	100.0	99.25	VFDB	VFG013508(gb|NP_439858)	[LOS_(CVF494)]	 VFG013508(gb|NP_439858) (wecA) undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase [LOS (CVF494)]
EJFNJEFF_00758	1	1206	+	(lsgA)	1-1206/1206	0/0	100.0	94.86	VFDB	VFG013503(gb|NP_439842)	[LOS_(CVF494)]	 VFG013503(gb|NP_439842) (lsgA) lipopolysaccharide biosynthesis transporter [LOS (CVF494)]
EJFNJEFF_00759	1	915	+	(lsgB)	1-915/915	0/0	100.0	95.3	VFDB	VFG013500(gb|NP_439841)	[LOS_(CVF494)]	 VFG013500(gb|NP_439841) (lsgB) sialyltransferase [LOS (CVF494)]
EJFNJEFF_00760	1	1062	+	(lsgC)	1-1062/1062	0/0	100.0	94.63	VFDB	VFG013496(gb|NP_439840)	[LOS_(CVF494)]	 VFG013496(gb|NP_439840) (lsgC) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_00761	1	774	+	(lsgD)	1-774/774	0/0	100.0	92.89	VFDB	VFG013491(gb|NP_439839)	[LOS_(CVF494)]	 VFG013491(gb|NP_439839) (lsgD) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_00762	1	875	+	(lsgE)	1-875/885	2/2	98.76	93.38	VFDB	VFG013487(gb|NP_439838)	[LOS_(CVF494)]	 VFG013487(gb|NP_439838) (lsgE) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_00763	19	804	+	(lsgF)	1-786/786	0/0	100.0	95.04	VFDB	VFG013482(gb|NP_439837)	[LOS_(CVF494)]	 VFG013482(gb|NP_439837) (lsgF) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_00862	1	675	+	(neuA)	13-687/687	0/0	98.25	97.33	VFDB	VFG013424(gb|NP_439432)	[LOS_(CVF494)]	 VFG013424(gb|NP_439432) (neuA) acylneuraminate cytidylyltransferase [LOS (CVF494)]
EJFNJEFF_01066	1	1431	+	(rfaE)	1-1431/1431	0/0	100.0	98.18	VFDB	VFG000331(gb|NP_439675)	[LOS_(VF0044)]	 VFG000331(gb|NP_439675) (rfaE) ADP-heptose synthase [LOS (VF0044)]
EJFNJEFF_01067	1	936	+	(htrB)	1-936/936	0/0	100.0	94.98	VFDB	VFG013436(gb|NP_439676)	[LOS_(CVF494)]	 VFG013436(gb|NP_439676) (htrB) lipid A biosynthesis lauroyl acyltransferase [LOS (CVF494)]
EJFNJEFF_01076	1	879	+	(licB)	1-879/879	0/0	100.0	98.75	VFDB	VFG000327(gb|NP_439687)	[LOS_(VF0044)]	 VFG000327(gb|NP_439687) (licB) choline permease [LOS (VF0044)]
EJFNJEFF_01077	1	702	+	(licC)	1-702/702	0/0	100.0	95.73	VFDB	VFG000328(gb|NP_439688)	[LOS_(VF0044)]	 VFG000328(gb|NP_439688) (licC) phosphocholine cytidyltransferase [LOS (VF0044)]
EJFNJEFF_01078	1	798	+	(licD)	1-798/798	33/40	97.49	78.73	VFDB	VFG000329(gb|NP_439689)	[LOS_(VF0044)]	 VFG000329(gb|NP_439689) (licD) phosphocholine transferase [LOS (VF0044)]
EJFNJEFF_01095	1	855	+	(kdsA)	1-855/855	0/0	100.0	92.86	VFDB	VFG013465(gb|NP_439706)	[LOS_(CVF494)]	 VFG013465(gb|NP_439706) (kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (CVF494)]
EJFNJEFF_01119	1	972	+	(lgtA)	1-972/972	0/0	100.0	99.07	VFDB	VFG013471(gb|NP_439724)	[LOS_(CVF494)]	 VFG013471(gb|NP_439724) (lgtA) N-acetylglucosamine glycosyltransferase  [LOS (CVF494)]
EJFNJEFF_01152	1	633	+	(hifD)	1-651/651	8/22	96.93	86.98	VFDB	VFG001147(gb|CAA83903)	[Haemagglutinating_pili_(VF0036)]	 VFG001147(gb|CAA83903) (hifD) minor structural protein [Haemagglutinating pili (VF0036)]
EJFNJEFF_01153	1	2514	+	(hifC)	1-2514/2514	3/4	99.92	93.36	VFDB	VFG001146(gb|CAA83902)	[Haemagglutinating_pili_(VF0036)]	 VFG001146(gb|CAA83902) (hifC) membrane anchor [Haemagglutinating pili (VF0036)]
EJFNJEFF_01154	1	699	+	(hifB)	13-711/711	0/0	98.31	95.14	VFDB	VFG001145(gb|CAA83901)	[Haemagglutinating_pili_(VF0036)]	 VFG001145(gb|CAA83901) (hifB) periplasmic chaperone [Haemagglutinating pili (VF0036)]
EJFNJEFF_01155	1	624	+	(hifA)	1-642/642	25/34	95.95	75.69	VFDB	VFG001144(gb|CAA83905)	[Haemagglutinating_pili_(VF0036)]	 VFG001144(gb|CAA83905) (hifA) Haemagglutinating pilus pilin [Haemagglutinating pili (VF0036)]
EJFNJEFF_01228	1	585	+	(gmhA/lpcA)	1-585/585	0/0	100.0	96.75	VFDB	VFG013418(gb|NP_439337)	[LOS_(CVF494)]	 VFG013418(gb|NP_439337) (gmhA/lpcA) phosphoheptose isomerase [LOS (CVF494)]
EJFNJEFF_01244	1	1077	+	(ompP5)	1-1062/1062	20/29	99.34	90.5	VFDB	VFG000335(gb|NP_439322)	[P5_protein_(VF0041)]	 VFG000335(gb|NP_439322) (ompP5) outer membrane protein P5 (ompA), human factor H binding protein [P5 protein (VF0041)]
EJFNJEFF_01263	1	918	+	(lpxC)	1-918/918	0/0	100.0	99.89	VFDB	VFG013412(gb|NP_439302)	[LOS_(CVF494)]	 VFG013412(gb|NP_439302) (lpxC) UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase [LOS (CVF494)]
EJFNJEFF_01292	1	927	+	(rfaD)	1-927/927	0/0	100.0	98.81	VFDB	VFG000332(gb|NP_439271)	[LOS_(VF0044)]	 VFG000332(gb|NP_439271) (rfaD) ADP-L-glycero-D-mannoheptose-6-epimerase [LOS (VF0044)]
EJFNJEFF_01301	1	1041	+	(rfaF)	1-1041/1041	0/0	100.0	96.54	VFDB	VFG013400(gb|NP_439262)	[LOS_(CVF494)]	 VFG013400(gb|NP_439262) (rfaF) ADP-heptose-LPS heptosyltransferase II [LOS (CVF494)]
EJFNJEFF_01347	1	789	+	(lpxA)	1-789/789	0/0	100.0	98.73	VFDB	VFG013390(gb|NP_439219)	[LOS_(CVF494)]	 VFG013390(gb|NP_439219) (lpxA) UDP-N-acetylglucosamine acyltransferase [LOS (CVF494)]
EJFNJEFF_01348	1	1173	+	(lpxB)	1-1173/1173	0/0	100.0	98.3	VFDB	VFG013384(gb|NP_439218)	[LOS_(CVF494)]	 VFG013384(gb|NP_439218) (lpxB) lipid-A-disaccharide synthase [LOS (CVF494)]
EJFNJEFF_01396	1	2748	+	(tbpA)	1-2739/2739	14/19	99.82	94.62	VFDB	VFG000338(gb|NP_439157)	[Tbp_(VF0267)]	 VFG000338(gb|NP_439157) (tbpA) transferrin-binding protein 1 precursor [Tbp (VF0267)]
EJFNJEFF_01475	1	1026	+	(lpxD)	1-1026/1026	0/0	100.0	98.34	VFDB	VFG013374(gb|NP_439075)	[LOS_(CVF494)]	 VFG013374(gb|NP_439075) (lpxD) UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [LOS (CVF494)]
EJFNJEFF_01516	1	1003	+	(rffG)	1-1003/1014	0/0	98.92	90.83	VFDB	VFG013368(gb|NP_439034)	[LOS_(CVF494)]	 VFG013368(gb|NP_439034) (rffG) dTDP-glucose 46-dehydratase [LOS (CVF494)]
EJFNJEFF_01517	1	1425	+	(wbaP/rfbP)	1-1416/1416	17/21	99.58	87.56	VFDB	VFG013365(gb|NP_439033)	[LOS_(CVF494)]	 VFG013365(gb|NP_439033) (wbaP/rfbP) undecaprenyl-phosphate galactosephosphotransferase [LOS (CVF494)]
EJFNJEFF_01521	1	753	+	(kfiC)	1-753/753	0/0	100.0	99.6	VFDB	VFG013354(gb|NP_439028)	[LOS_(CVF494)]	 VFG013354(gb|NP_439028) (kfiC) lipopolysaccharide biosynthesis protein [LOS (CVF494)]
EJFNJEFF_01589	1	888	+	(galU)	1-888/888	0/0	100.0	99.66	VFDB	VFG013346(gb|NP_438972)	[LOS_(CVF494)]	 VFG013346(gb|NP_438972) (galU) glucosephosphate uridylyltransferase [LOS (CVF494)]
EJFNJEFF_01637	1	837	+	(lpsA)	1-837/837	0/0	100.0	99.4	VFDB	VFG013342(gb|NP_438924)	[LOS_(CVF494)]	 VFG013342(gb|NP_438924) (lpsA) glycosyltransferase [LOS (CVF494)]
EJFNJEFF_01661	1	1656	+	(yhxB/manB)	1-1653/1653	1/3	100.0	95.11	VFDB	VFG013327(gb|NP_438900)	[LOS_(CVF494)]	 VFG013327(gb|NP_438900) (yhxB/manB) phosphomannomutase [LOS (CVF494)]
EJFNJEFF_01668	1	714	+	(lpxH)	1-714/714	0/0	100.0	95.52	VFDB	VFG013321(gb|NP_438894)	[LOS_(CVF494)]	 VFG013321(gb|NP_438894) (lpxH) UDP-2,3-diacylglucosamine pyrophosphohydrolase [LOS (CVF494)]
EJFNJEFF_01837	1	761	+	(lgtF)	1-761/765	0/0	99.48	95.66	VFDB	VFG013315(gb|NP_438813)	[LOS_(CVF494)]	 VFG013315(gb|NP_438813) (lgtF) beta-1,4-glucosyltransferase [LOS (CVF494)]
EJFNJEFF_01838	1	1284	+	(kdtA)	1-1284/1284	11/14	99.45	93.34	VFDB	VFG000330(gb|NP_438812)	[LOS_(VF0044)]	 VFG000330(gb|NP_438812) (kdtA) 3-deoxy-d-manno-octulosonic-acid transferase [LOS (VF0044)]
EJFNJEFF_01866	1	1179	+	(tufA)	1-1179/1185	30/34	98.06	76.17	VFDB	VFG046465(gb|YP_169203.1)	[EF-Tu_(VF0460)]	 VFG046465(gb|YP_169203.1) (tufA) elongation factor Tu [EF-Tu (VF0460)]
