# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  BNDDHPLM_00003      K09820  328.13   13.7    0.0026 manganese/iron transport system ATP-binding protein
  BNDDHPLM_00003      K18231  454.87   13.7    0.0016 macrolide transport system ATP-binding/permease protein
  BNDDHPLM_00003      K02193  194.90   13.6    0.0033 heme exporter protein A [EC:7.6.2.5]
  BNDDHPLM_00003      K10829  364.03   13.6    0.0024 ferric hydroxamate transport system ATP-binding protein [EC:7.2.2.16]
  BNDDHPLM_00003      K09817  267.07   13.2    0.0037 zinc transport system ATP-binding protein [EC:7.2.2.20]
  BNDDHPLM_00003      K06159  568.50   13.1    0.0021 multidrug/microcin transport system ATP-binding/permease protein
  BNDDHPLM_00003      K01996  320.93   13.0    0.0036 branched-chain amino acid transport system ATP-binding protein
  BNDDHPLM_00003      K01552  410.27   12.8     0.003 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  BNDDHPLM_00003      K16786  346.13   12.8    0.0047 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  BNDDHPLM_00003      K06074  240.47   12.7    0.0062 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  BNDDHPLM_00003      K23184  357.90   12.7    0.0047 ferric citrate transport system ATP-binding protein [EC:7.2.2.18]
  BNDDHPLM_00003      K02017  359.33   12.6    0.0052 molybdate transport system ATP-binding protein [EC:7.3.2.5]
  BNDDHPLM_00003      K02003  293.10   12.3    0.0061 putative ABC transport system ATP-binding protein
  BNDDHPLM_00003      K16787  343.57   12.1    0.0079 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
  BNDDHPLM_00003      K11963  283.10   12.0    0.0075 urea transport system ATP-binding protein
  BNDDHPLM_00003      K07128  138.13   11.8    0.0063 uncharacterized protein
  BNDDHPLM_00003      K11603  361.60   11.5     0.012 manganese transport system ATP-binding protein [EC:7.2.2.5]
  BNDDHPLM_00003      K06857  262.53   11.5    0.0078 tungstate transport system ATP-binding protein [EC:7.3.2.6]
  BNDDHPLM_00003      K11962  317.53   11.5      0.01 urea transport system ATP-binding protein
  BNDDHPLM_00003      K02041  271.80   11.0     0.018 phosphonate transport system ATP-binding protein [EC:7.3.2.2]
  BNDDHPLM_00003      K05833  184.70   10.9     0.018 putative tryptophan/tyrosine transport system ATP-binding protein
  BNDDHPLM_00003      K24040  612.13   10.8    0.0068 energy-coupling factor transport system permease/ATP-binding protein [EC:7.-.-.-]
  BNDDHPLM_00003      K10831  339.77   10.8     0.021 taurine transport system ATP-binding protein [EC:7.6.2.7]
  BNDDHPLM_00003      K05776  298.33   10.7     0.015 molybdate transport system ATP-binding protein
  BNDDHPLM_00003      K09691  389.20   10.3     0.026 lipopolysaccharide transport system ATP-binding protein
  BNDDHPLM_00003      K02068  246.37   10.2      0.03 UDP-glucose/iron transport system ATP-binding protein
  BNDDHPLM_00003      K01990  251.30    9.9     0.034 ABC-2 type transport system ATP-binding protein
  BNDDHPLM_00003      K20490  294.70    9.4     0.056 lantibiotic transport system ATP-binding protein
  BNDDHPLM_00003      K09013  164.80    9.1     0.051 Fe-S cluster assembly ATP-binding protein
  BNDDHPLM_00003      K20344  769.87    4.9      0.49 ATP-binding cassette, subfamily C, bacteriocin exporter
  BNDDHPLM_00003      K12541  666.57    4.4      0.61 ATP-binding cassette, subfamily C, bacterial LapB
* BNDDHPLM_00004      K01347 1039.07 1767.2         0 IgA-specific serine endopeptidase [EC:3.4.21.72]
  BNDDHPLM_00004      K12684  695.87  528.9  3.4e-159 serine protease autotransporter [EC:3.4.21.-]
  BNDDHPLM_00004      K12681 2042.30   48.7   2.8e-14 pertactin
  BNDDHPLM_00004      K12678  354.83   42.3   2.9e-12 autotransporter family porin
  BNDDHPLM_00004      K12683 2312.60   33.4   9.3e-10 serum resistance protein
  BNDDHPLM_00004      K10955 1863.90   17.3   2.5e-05 mucin-2
  BNDDHPLM_00004      K24286  696.63    7.2     0.073 proteoglycan 4
* BNDDHPLM_00005      K01704  130.83  289.4   3.6e-87 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
  BNDDHPLM_00005      K01702 1124.40  249.8   4.7e-75 3-isopropylmalate dehydratase [EC:4.2.1.33]
  BNDDHPLM_00005      K16793  227.57   84.4     5e-25 methanogen homoaconitase small subunit [EC:4.2.1.114]
  BNDDHPLM_00005      K20453       -   61.6     7e-18 dimethylmaleate hydratase small subunit [EC:4.2.1.85]
  BNDDHPLM_00005      K01705  595.80   54.7   4.9e-16 homoaconitate hydratase [EC:4.2.1.36]
  BNDDHPLM_00005      K17749 1078.63   39.2   2.9e-11 3-benzylmalate isomerase [EC:4.2.1.-]
  BNDDHPLM_00005      K01681 1305.83   26.4   1.4e-07 aconitate hydratase [EC:4.2.1.3]
  BNDDHPLM_00005      K20455 1070.60   11.9    0.0032 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]
  BNDDHPLM_00005      K19293  268.27   10.0     0.023 alginate biosynthesis protein AlgX
  BNDDHPLM_00006      K01702 1124.40  786.2  2.8e-237 3-isopropylmalate dehydratase [EC:4.2.1.33]
* BNDDHPLM_00006      K01703  485.37  631.7  1.1e-190 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
  BNDDHPLM_00006      K16792  628.47  306.0   2.8e-92 methanogen homoaconitase large subunit [EC:4.2.1.114]
  BNDDHPLM_00006      K17749 1078.63  232.9   6.3e-70 3-benzylmalate isomerase [EC:4.2.1.-]
  BNDDHPLM_00006      K01681 1305.83  211.8   1.7e-63 aconitate hydratase [EC:4.2.1.3]
  BNDDHPLM_00006      K20452       -  195.0   1.7e-58 dimethylmaleate hydratase large subunit [EC:4.2.1.85]
  BNDDHPLM_00006      K01705  595.80  191.8   1.9e-57 homoaconitate hydratase [EC:4.2.1.36]
  BNDDHPLM_00006      K01682  694.77  105.5   1.8e-31 aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
  BNDDHPLM_00006      K20455 1070.60   82.7   1.2e-24 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]
  BNDDHPLM_00006      K09123  281.50   15.2   0.00044 cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
  BNDDHPLM_00006      K09792   85.53   12.5    0.0055 uncharacterized protein
* BNDDHPLM_00007      K00052  410.27  583.9    4e-176 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
  BNDDHPLM_00007      K07246  471.50  329.7   2.1e-99 tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
  BNDDHPLM_00007      K10978  484.87  304.6   7.8e-92 methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]
  BNDDHPLM_00007      K17750  719.30  289.7     3e-87 3-benzylmalate dehydrogenase [EC:1.1.1.-]
  BNDDHPLM_00007      K05824  428.57  260.7   1.7e-78 homoisocitrate dehydrogenase [EC:1.1.1.87]
  BNDDHPLM_00007      K00030  455.30  255.5   9.2e-77 isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
  BNDDHPLM_00007      K17753  619.70  210.5   3.7e-63 isocitrate--homoisocitrate dehydrogenase [EC:1.1.1.286]
  BNDDHPLM_00007      K00031  244.17  103.1   1.8e-30 isocitrate dehydrogenase [EC:1.1.1.42]
* BNDDHPLM_00008      K01649  467.57  594.8  2.5e-179 2-isopropylmalate synthase [EC:2.3.3.13]
  BNDDHPLM_00008      K09011  627.20  411.7  3.7e-124 (R)-citramalate synthase [EC:2.3.1.182]
  BNDDHPLM_00008      K10977  548.93  350.7  7.8e-106 methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]
  BNDDHPLM_00008      K02594  458.93  337.9  7.4e-102 homocitrate synthase NifV [EC:2.3.3.14]
  BNDDHPLM_00008      K05942  338.23  221.5   1.6e-66 citrate (Re)-synthase [EC:2.3.3.3]
  BNDDHPLM_00008      K01655  351.27  217.9   1.6e-65 homocitrate synthase [EC:2.3.3.14]
  BNDDHPLM_00008      K01666  165.67  117.8   5.7e-35 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
  BNDDHPLM_00008      K17748  682.43   97.6   7.1e-29 benzylmalate synthase [EC:2.3.3.-]
  BNDDHPLM_00008      K01640  137.57   88.2   5.6e-26 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
  BNDDHPLM_00008      K18365  548.73   83.1   1.7e-24 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]
  BNDDHPLM_00008      K18314  475.03   48.5   5.9e-14 (R)-citramalyl-CoA lyase [EC:4.1.3.46]
  BNDDHPLM_00008      K01960  712.13   46.9   1.5e-13 pyruvate carboxylase subunit B [EC:6.4.1.1]
  BNDDHPLM_00008      K01571  779.17   44.6   7.4e-13 oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]
  BNDDHPLM_00008      K01958  851.07   30.4   5.8e-09 pyruvate carboxylase [EC:6.4.1.1]
  BNDDHPLM_00008      K03416  901.27   20.9   1.2e-05 methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]
  BNDDHPLM_00008      K20140 1260.93   18.9   3.9e-05 2-oxoglutarate carboxylase large subunit [EC:6.4.1.7]
* BNDDHPLM_00009      K04096   29.37  377.3  1.6e-113 DNA processing protein
* BNDDHPLM_00010      K09861   39.50  336.2  2.1e-101 uncharacterized protein
  BNDDHPLM_00011      K07286   57.67   17.4   0.00023 uncharacterized lipoprotein
  BNDDHPLM_00011      K05803   82.13   13.9    0.0024 lipoprotein NlpI
  BNDDHPLM_00011      K06080   60.67   13.3    0.0076 RcsF protein
  BNDDHPLM_00011      K07285   42.53   10.8     0.019 outer membrane lipoprotein
* BNDDHPLM_00012      K00850  363.97  392.1  4.8e-118 6-phosphofructokinase 1 [EC:2.7.1.11]
  BNDDHPLM_00012      K21071  361.77  333.6  1.9e-100 ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
  BNDDHPLM_00012      K00895  228.13  112.8   1.4e-33 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
  BNDDHPLM_00012      K18110  637.53   11.4     0.012 avermitilol synthase [EC:4.2.3.96]
* BNDDHPLM_00013      K03664   39.90  247.3   1.8e-74 SsrA-binding protein
* BNDDHPLM_00014      K03557   97.13  128.7   1.7e-38 Fis family transcriptional regulator, factor for inversion stimulation protein
  BNDDHPLM_00014      K07712  573.10   53.7   1.5e-15 two-component system, NtrC family, nitrogen regulation response regulator GlnG
  BNDDHPLM_00014      K07714  574.77   39.3   3.9e-11 two-component system, NtrC family, response regulator AtoC
  BNDDHPLM_00014      K02481  549.40   35.1   7.3e-10 two-component system, NtrC family, response regulator
  BNDDHPLM_00014      K21405  482.63   35.0   7.7e-10 sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
  BNDDHPLM_00014      K11917  513.20   34.4   1.1e-09 sigma-54 dependent transcriptional regulator
  BNDDHPLM_00014      K07713  542.93   34.1   1.5e-09 two-component system, NtrC family, response regulator HydG
  BNDDHPLM_00014      K10941  490.20   31.3     9e-09 sigma-54 dependent transcriptional regulator, flagellar regulatory protein
  BNDDHPLM_00014      K11908  511.30   30.5   1.6e-08 sigma-54 dependent transcriptional regulator
  BNDDHPLM_00014      K02584  556.73   30.4   1.6e-08 Nif-specific regulatory protein
  BNDDHPLM_00014      K06714  482.37   29.5   2.6e-08 arginine utilization regulatory protein
  BNDDHPLM_00014      K19641  504.90   28.9   4.7e-08 two-component system, NtrC family, response regulator HupR/HoxA
  BNDDHPLM_00014      K02667  567.53   27.1   1.4e-07 two-component system, NtrC family, response regulator PilR
  BNDDHPLM_00014      K02688  571.17   26.4   2.4e-07 transcriptional regulator, propionate catabolism operon regulatory protein
  BNDDHPLM_00014      K11914  523.00   25.7   4.9e-07 sigma-54 dependent transcriptional regulator
  BNDDHPLM_00014      K10943  535.33   24.8   8.8e-07 two-component system, response regulator FlrC
  BNDDHPLM_00014      K12146  601.30   23.9   1.7e-06 hydrogenase-4 transcriptional activator
  BNDDHPLM_00014      K13599  541.80   23.8   1.6e-06 two-component system, NtrC family, nitrogen regulation response regulator NtrX
  BNDDHPLM_00014      K10126  510.10   22.9   2.8e-06 two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD
  BNDDHPLM_00014      K15012  137.23   22.5   6.7e-06 two-component system, response regulator RegA
  BNDDHPLM_00014      K17061  705.67   21.7   6.8e-06 two-component system, response regulator AauR
  BNDDHPLM_00014      K05880  653.73   21.3     6e-06 transcriptional activator for dhaKLM operon
  BNDDHPLM_00014      K11384  566.87   20.0   2.1e-05 two-component system, NtrC family, response regulator AlgB
  BNDDHPLM_00014      K03974  432.40   19.9   3.1e-05 psp operon transcriptional activator
  BNDDHPLM_00014      K07715  529.97   19.6   3.6e-05 two-component system, NtrC family, response regulator GlrR
  BNDDHPLM_00014      K10912  534.70   19.4   3.8e-05 two-component system, repressor protein LuxO
  BNDDHPLM_00014      K15836  595.73   17.5   0.00011 formate hydrogenlyase transcriptional activator
  BNDDHPLM_00014      K12266  496.60   14.0    0.0017 anaerobic nitric oxide reductase transcription regulator
  BNDDHPLM_00014      K18219  524.97   12.2    0.0057 sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
  BNDDHPLM_00014      K06154  195.30   12.0     0.014 Lrp/AsnC family transcriptional regulator, involved in the regulation of lysine biosynthesis
* BNDDHPLM_00015      K05540  284.73  476.5  8.5e-144 tRNA-dihydrouridine synthase B [EC:1.-.-.-]
  BNDDHPLM_00015      K05541  265.27  212.0   9.4e-64 tRNA-dihydrouridine synthase C [EC:1.-.-.-]
  BNDDHPLM_00015      K05544  288.93  189.9   6.8e-57 tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]
  BNDDHPLM_00015      K05542  360.90  171.7   2.7e-51 tRNA-dihydrouridine synthase 1 [EC:1.3.1.88]
  BNDDHPLM_00015      K05539  246.13  139.9   1.1e-41 tRNA-dihydrouridine synthase A [EC:1.-.-.-]
  BNDDHPLM_00015      K10797  673.07   37.5   7.6e-11 2-enoate reductase [EC:1.3.1.31]
  BNDDHPLM_00015      K17723  445.67   29.9   2.2e-08 dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]
  BNDDHPLM_00015      K17828  292.10   27.5   1.1e-07 dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
  BNDDHPLM_00015      K21833  739.10   26.4   1.6e-07 dimethylglycine catabolism A
  BNDDHPLM_00015      K10680  490.67   25.8   3.6e-07 N-ethylmaleimide reductase [EC:1.-.-.-]
  BNDDHPLM_00015      K00354  438.70   22.0   6.3e-06 NADPH2 dehydrogenase [EC:1.6.99.1]
  BNDDHPLM_00015      K01788  131.27   20.7   1.8e-05 N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]
  BNDDHPLM_00015      K00219  581.60   19.5   1.9e-05 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]
  BNDDHPLM_00015      K09461  417.27   18.9   3.1e-05 anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
  BNDDHPLM_00015      K00207  417.00   18.6   3.4e-05 dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]
  BNDDHPLM_00015      K02500  282.37   16.8   0.00024 imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
  BNDDHPLM_00015      K13967  339.57   16.2   0.00028 N-acetylmannosamine-6-phosphate 2-epimerase / N-acetylmannosamine kinase [EC:5.1.3.9 2.7.1.60]
  BNDDHPLM_00015      K00226  260.50   16.0   0.00053 dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
  BNDDHPLM_00015      K15870 1418.30   15.4   0.00039 3-oxocholoyl-CoA 4-desaturase [EC:1.3.1.115]
  BNDDHPLM_00015      K00459  109.73   15.4   0.00077 nitronate monooxygenase [EC:1.13.12.16]
  BNDDHPLM_00015      K13831  322.07   15.2   0.00076 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
  BNDDHPLM_00015      K22551  972.27   15.2   0.00044 N-methyl-L-proline demethylase [EC:1.5.3.-]
  BNDDHPLM_00015      K15873 1525.10   14.9    0.0006 7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase [EC:1.3.1.116]
  BNDDHPLM_00015      K02371  351.37   14.8     0.001 enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]
  BNDDHPLM_00015      K00788  163.77   14.0    0.0019 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
  BNDDHPLM_00015      K06215  113.20   12.8    0.0037 pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
* BNDDHPLM_00016      K02687  109.53  362.3  6.4e-109 ribosomal protein L11 methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K07579  222.10   57.3   1.4e-16 putative methylase
  BNDDHPLM_00016      K02493  230.83   56.2   3.6e-16 release factor glutamine methyltransferase [EC:2.1.1.297]
  BNDDHPLM_00016      K00564  113.97   55.7   5.1e-16 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
  BNDDHPLM_00016      K22843  131.90   47.9   1.1e-13 ETFB lysine methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K15460  129.67   46.2     3e-13 tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]
  BNDDHPLM_00016      K11434  466.80   41.0   1.3e-11 type I protein arginine methyltransferase [EC:2.1.1.319]
  BNDDHPLM_00016      K16318  221.20   40.4   2.2e-11 tRNA (guanine6-N2)-methyltransferase [EC:2.1.1.256]
  BNDDHPLM_00016      K00568  313.73   39.1   5.1e-11 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
  BNDDHPLM_00016      K15257  120.40   38.8     7e-11 tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K08316   91.13   37.9   1.3e-10 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
  BNDDHPLM_00016      K03215  312.10   37.3   1.4e-10 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
  BNDDHPLM_00016      K16215  290.87   36.9   1.8e-10 2-ketoarginine methyltransferase [EC:2.1.1.243]
  BNDDHPLM_00016      K03428  164.83   35.4   7.2e-10 magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]
  BNDDHPLM_00016      K07320  279.03   31.3   1.1e-08 ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]
  BNDDHPLM_00016      K07755  127.57   31.0   1.1e-08 arsenite methyltransferase [EC:2.1.1.137]
  BNDDHPLM_00016      K11391  313.93   30.9   1.1e-08 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]
  BNDDHPLM_00016      K14292  118.10   30.0   2.6e-08 trimethylguanosine synthase [EC:2.1.1.-]
  BNDDHPLM_00016      K20331  163.30   30.0   2.6e-08 toxoflavin synthase [EC:2.1.1.349]
  BNDDHPLM_00016      K22856  105.80   29.7   3.1e-08 EEF1A lysine methyltransferase 2 [EC:2.1.1.-]
  BNDDHPLM_00016      K21457  338.47   29.3   3.4e-08 phenylpyruvate C(3)-methyltransferase [EC:2.1.1.281]
  BNDDHPLM_00016      K11438  390.73   28.0   6.9e-08 type III protein arginine methyltransferase [EC:2.1.1.321]
  BNDDHPLM_00016      K06969  237.43   27.0   2.4e-07 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
  BNDDHPLM_00016      K19737  336.03   26.9   1.4e-07 type II protein arginine methyltransferase [EC:2.1.1.320]
  BNDDHPLM_00016      K18534  317.53   26.6   3.4e-07 MPBQ/MSBQ methyltransferase [EC:2.1.1.295]
  BNDDHPLM_00016      K19589  163.40   26.6   2.7e-07 release factor glutamine methyltransferase [EC:2.1.1.297]
  BNDDHPLM_00016      K00591  333.33   25.8   4.2e-07 polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]
  BNDDHPLM_00016      K07317  147.37   25.5   4.2e-07 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
  BNDDHPLM_00016      K21804  211.83   25.4     8e-07 protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
  BNDDHPLM_00016      K00571  161.90   25.3     7e-07 site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
  BNDDHPLM_00016      K18896  168.17   24.9   1.1e-06 glycine/sarcosine N-methyltransferase [EC:2.1.1.156]
  BNDDHPLM_00016      K16868   89.33   24.7   1.3e-06 tellurite methyltransferase [EC:2.1.1.265]
  BNDDHPLM_00016      K21170  487.00   24.5   1.1e-06 enediyne biosynthesis protein CalE3
  BNDDHPLM_00016      K15256  107.90   23.6   2.5e-06 tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K21803  245.87   23.6   3.4e-06 EEF1A lysine methyltransferase 3 [EC:2.1.1.-]
  BNDDHPLM_00016      K07446  167.70   23.6   2.5e-06 tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]
  BNDDHPLM_00016      K03212  312.13   23.0   2.3e-06 23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]
  BNDDHPLM_00016      K07055  198.90   22.9     4e-06 tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
  BNDDHPLM_00016      K00573  126.97   22.8   3.2e-06 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
  BNDDHPLM_00016      K21806  197.23   22.7   5.1e-06 protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
  BNDDHPLM_00016      K11437  416.50   22.4   5.2e-06 type I protein arginine methyltransferase [EC:2.1.1.319]
  BNDDHPLM_00016      K00598  121.80   22.0   6.8e-06 trans-aconitate 2-methyltransferase [EC:2.1.1.144]
  BNDDHPLM_00016      K06219  129.20   22.0   7.5e-06 S-adenosylmethionine-dependent methyltransferase
  BNDDHPLM_00016      K15942  445.17   22.0   6.3e-06 O-methyltransferase / aklanonic acid methyltransferase [EC:2.1.1.- 2.1.1.288]
  BNDDHPLM_00016      K06967   71.17   21.8   8.7e-06 tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
  BNDDHPLM_00016      K15331  362.60   21.6   7.9e-06 tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
  BNDDHPLM_00016      K21786  345.77   21.1   1.2e-05 4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K00559  392.37   21.1   1.6e-05 sterol 24-C-methyltransferase [EC:2.1.1.41]
  BNDDHPLM_00016      K05928  299.70   20.5   2.4e-05 tocopherol O-methyltransferase [EC:2.1.1.95]
  BNDDHPLM_00016      K02191  217.80   20.1   2.1e-05 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
  BNDDHPLM_00016      K15429  177.17   19.7   2.4e-05 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
  BNDDHPLM_00016      K14191  290.20   19.6   3.2e-05 18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
  BNDDHPLM_00016      K23120  208.90   18.8   7.6e-05 histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]
  BNDDHPLM_00016      K24667  320.37   18.5   9.6e-05 2-heptyl-1-hydroxyquinolin-4(1H)-one methyltransferase [EC:2.1.1.374]
  BNDDHPLM_00016      K00595  226.80   18.2   8.2e-05 precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]
  BNDDHPLM_00016      K21172  360.83   17.5   0.00019 enediyne biosynthesis protein CalE5
  BNDDHPLM_00016      K10718  167.07   17.4   0.00018 juvenile hormone-III synthase [EC:2.1.1.325]
  BNDDHPLM_00016      K20798   94.63   17.3   0.00012 small RNA 2'-O-methyltransferase [EC:2.1.1.-]
  BNDDHPLM_00016      K03427  113.80   16.7   0.00024 type I restriction enzyme M protein [EC:2.1.1.72]
