qseqid	qstart	qend	qlen	sseqid	sstart	send	slen	evalue	length	pident	gaps	gapopen	stitle
DJPMMEHC_00222	1	393	394	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067	1	393	394	1.62e-248	393	82.4	0	0	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067 gi|15676067|ref|NP_273197.1| elongation factor Tu [Neisseria meningitidis MC58]
DJPMMEHC_00230	1	189	189	victors~~~RNA_polymerase_sigma_factor_RpoE~~~NP_438788.1~~~Victors_16272571	1	189	189	1.67e-134	189	100	0	0	victors~~~RNA_polymerase_sigma_factor_RpoE~~~NP_438788.1~~~Victors_16272571 gi|16272571|ref|NP_438788.1| RNA polymerase sigma factor RpoE [Haemophilus influenzae Rd KW20]
DJPMMEHC_00245	6	325	354	victors~~~recombinase_A~~~NP_698206.1~~~Victors_23502079	15	335	361	1.98e-163	321	70.1	1	1	victors~~~recombinase_A~~~NP_698206.1~~~Victors_23502079 gi|23502079|ref|NP_698206.1| recombinase A [Brucella suis 1330]
DJPMMEHC_00267	1	393	394	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067	1	393	394	1.62e-248	393	82.4	0	0	victors~~~elongation_factor_Tu~~~NP_273197.1~~~Victors_15676067 gi|15676067|ref|NP_273197.1| elongation factor Tu [Neisseria meningitidis MC58]
DJPMMEHC_00301	1	115	119	victors~~~hypothetical_protein_SP_1143~~~NP_345613.1~~~Victors_15901009	1	115	121	3.19e-51	115	64.3	0	0	victors~~~hypothetical_protein_SP_1143~~~NP_345613.1~~~Victors_15901009 gi|15901009|ref|NP_345613.1| hypothetical protein SP_1143 [Streptococcus pneumoniae TIGR4]
DJPMMEHC_00302	54	991	991	victors~~~hemoglobin-binding_protein~~~NP_438821.1~~~Victors_16272604	70	1010	1010	0.0	945	89.1	11	6	victors~~~hemoglobin-binding_protein~~~NP_438821.1~~~Victors_16272604 gi|16272604|ref|NP_438821.1| hemoglobin-binding protein [Haemophilus influenzae Rd KW20]
DJPMMEHC_00321	5	572	572	victors~~~urease_subunit_beta~~~NP_206872.1~~~Victors_15644702	4	569	569	3.54e-252	570	61.4	6	3	victors~~~urease_subunit_beta~~~NP_206872.1~~~Victors_15644702 gi|15644702|ref|NP_206872.1| urease subunit beta [Helicobacter pylori 26695]
DJPMMEHC_00325	5	202	211	victors~~~urease_accessory_protein~~~YP_002265701.1~~~Victors_208434035	2	199	199	6.55e-108	198	74.2	0	0	victors~~~urease_accessory_protein~~~YP_002265701.1~~~Victors_208434035 gi|208434035|ref|YP_002265701.1| urease accessory protein [Helicobacter pylori G27]
DJPMMEHC_00334	1	70	86	victors~~~ferredoxin~~~NP_438685.1~~~Victors_16272471	1	70	70	6.25e-53	70	97.1	0	0	victors~~~ferredoxin~~~NP_438685.1~~~Victors_16272471 gi|16272471|ref|NP_438685.1| ferredoxin [Haemophilus influenzae Rd KW20]
DJPMMEHC_00336	1	386	386	victors~~~phosphoglycerate_kinase~~~NP_249243.1~~~Victors_15595749	1	387	387	1.74e-195	387	72.6	1	1	victors~~~phosphoglycerate_kinase~~~NP_249243.1~~~Victors_15595749 gi|15595749|ref|NP_249243.1| phosphoglycerate kinase [Pseudomonas aeruginosa PAO1]
DJPMMEHC_00376	1	409	411	victors~~~ATP-dependent_protease_ATP-binding_subunit_ClpX~~~NP_846917.1~~~Victors_30264540	4	405	419	1.62e-174	409	62.8	7	4	victors~~~ATP-dependent_protease_ATP-binding_subunit_ClpX~~~NP_846917.1~~~Victors_30264540 gi|30264540|ref|NP_846917.1| ATP-dependent protease ATP-binding subunit ClpX [Bacillus anthracis str. Ames]
DJPMMEHC_00377	1	193	193	victors~~~ATP-dependent_Clp_protease_proteolytic_subunit~~~NP_459444.1~~~Victors_16763829	14	206	207	1.83e-102	193	71.5	0	0	victors~~~ATP-dependent_Clp_protease_proteolytic_subunit~~~NP_459444.1~~~Victors_16763829 gi|16763829|ref|NP_459444.1| ATP-dependent Clp protease proteolytic subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
DJPMMEHC_00378	1	432	432	victors~~~trigger_factor~~~YP_001054196.1~~~Victors_126208971	1	431	433	2.16e-219	432	73.1	1	1	victors~~~trigger_factor~~~YP_001054196.1~~~Victors_126208971 gi|126208971|ref|YP_001054196.1| trigger factor [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00420	3	1297	1297	victors~~~phosphoribosylformylglycinamidine_synthase~~~YP_001216350.1~~~Victors_147673351	1	1296	1297	0.0	1296	69.4	1	1	victors~~~phosphoribosylformylglycinamidine_synthase~~~YP_001216350.1~~~Victors_147673351 gi|147673351|ref|YP_001216350.1| phosphoribosylformylglycinamidine synthase [Vibrio cholerae O395]
DJPMMEHC_00483	1	37	37	victors~~~50S_ribosomal_protein_L36~~~YP_513052.1~~~Victors_89255691	1	37	37	1.89e-18	37	81.1	0	0	victors~~~50S_ribosomal_protein_L36~~~YP_513052.1~~~Victors_89255691 gi|89255691|ref|YP_513052.1| 50S ribosomal protein L36 [Francisella tularensis subsp. holarctica LVS]
DJPMMEHC_00488	1	128	128	victors~~~50S_ribosomal_protein_L17~~~YP_169400.1~~~Victors_56707504	1	145	145	1.24e-53	145	60.0	17	1	victors~~~50S_ribosomal_protein_L17~~~YP_169400.1~~~Victors_56707504 gi|56707504|ref|YP_169400.1| 50S ribosomal protein L17 [Francisella tularensis subsp. tularensis SCHU S4]
DJPMMEHC_00497	1	295	295	victors~~~UTP-glucose-1-phosphate_uridylyltransferase~~~YP_001651654.1~~~Victors_165976061	1	295	295	2.37e-182	295	83.4	0	0	victors~~~UTP-glucose-1-phosphate_uridylyltransferase~~~YP_001651654.1~~~Victors_165976061 gi|165976061|ref|YP_001651654.1| UTP-glucose-1-phosphate uridylyltransferase [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00508	10	506	506	victors~~~galactose/methyl_galaxtoside_transporter_ATP-binding_protein~~~YP_001054108.1~~~Victors_126208883	3	499	499	0.0	497	90.1	0	0	victors~~~galactose/methyl_galaxtoside_transporter_ATP-binding_protein~~~YP_001054108.1~~~Victors_126208883 gi|126208883|ref|YP_001054108.1| galactose/methyl galaxtoside transporter ATP-binding protein [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00564	1	508	508	victors~~~catalase~~~NP_439088.1~~~Victors_16272865	1	508	508	0.0	508	99.0	0	0	victors~~~catalase~~~NP_439088.1~~~Victors_16272865 gi|16272865|ref|NP_439088.1| catalase [Haemophilus influenzae Rd KW20]
DJPMMEHC_00592	21	224	224	victors~~~cAMP-activated_global_transcriptional_regulator~~~NP_462369.1~~~Victors_16766754	7	210	210	4.09e-117	204	77.5	0	0	victors~~~cAMP-activated_global_transcriptional_regulator~~~NP_462369.1~~~Victors_16766754 gi|16766754|ref|NP_462369.1| cAMP-activated global transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
DJPMMEHC_00604	6	148	149	victors~~~3-dehydroquinate_dehydratase~~~YP_001054549.1~~~Victors_126209324	3	145	154	1.87e-67	143	67.1	0	0	victors~~~3-dehydroquinate_dehydratase~~~YP_001054549.1~~~Victors_126209324 gi|126209324|ref|YP_001054549.1| 3-dehydroquinate dehydratase [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00616	1	159	161	victors~~~SsrA-binding_protein~~~YP_002346144.1~~~Victors_218928269	1	160	160	3.03e-89	160	78.1	1	1	victors~~~SsrA-binding_protein~~~YP_002346144.1~~~Victors_218928269 gi|218928269|ref|YP_002346144.1| SsrA-binding protein [Yersinia pestis CO92]
DJPMMEHC_00623	3	464	469	victors~~~isopropylmalate_isomerase_large_subunit~~~NP_698884.1~~~Victors_23502757	5	466	469	9.13e-211	463	63.1	2	2	victors~~~isopropylmalate_isomerase_large_subunit~~~NP_698884.1~~~Victors_23502757 gi|23502757|ref|NP_698884.1| isopropylmalate isomerase large subunit [Brucella suis 1330]
DJPMMEHC_00665	7	806	806	victors~~~anaerobic_dimethyl_sulfoxide_reductase_subunit_A~~~YP_001652701.1~~~Victors_165977108	3	805	805	0.0	803	85.7	3	3	victors~~~anaerobic_dimethyl_sulfoxide_reductase_subunit_A~~~YP_001652701.1~~~Victors_165977108 gi|165977108|ref|YP_001652701.1| anaerobic dimethyl sulfoxide reductase subunit A [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00671	1	265	265	victors~~~capsule_polysaccharide_export_inner-membrane_protein~~~YP_001054273.1~~~Victors_126209048	1	265	265	1.93e-150	265	77.4	0	0	victors~~~capsule_polysaccharide_export_inner-membrane_protein~~~YP_001054273.1~~~Victors_126209048 gi|126209048|ref|YP_001054273.1| capsule polysaccharide export inner-membrane protein [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00672	9	377	377	victors~~~capsule_polysaccharide_export_transport_system_permease~~~YP_001652612.1~~~Victors_165977019	16	385	385	1.98e-196	370	76.5	1	1	victors~~~capsule_polysaccharide_export_transport_system_permease~~~YP_001652612.1~~~Victors_165977019 gi|165977019|ref|YP_001652612.1| capsule polysaccharide export transport system permease [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00673	9	394	394	victors~~~capsule_polysaccharide_export_protein~~~YP_001054271.1~~~Victors_126209046	10	394	394	1.31e-203	386	74.9	1	1	victors~~~capsule_polysaccharide_export_protein~~~YP_001054271.1~~~Victors_126209046 gi|126209046|ref|YP_001054271.1| capsule polysaccharide export protein [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00758	1	643	648	victors~~~cytochrome_c-type_biogenesis_protein_CcmF~~~YP_001217579.1~~~Victors_147674378	1	644	651	3.56e-304	644	63.2	1	1	victors~~~cytochrome_c-type_biogenesis_protein_CcmF~~~YP_001217579.1~~~Victors_147674378 gi|147674378|ref|YP_001217579.1| cytochrome c-type biogenesis protein CcmF [Vibrio cholerae O395]
DJPMMEHC_00792	3	246	246	victors~~~pyruvate_formate_lyase-activating_enzyme_1~~~NP_459945.2~~~Victors_161353606	22	265	265	3.37e-146	244	74.2	0	0	victors~~~pyruvate_formate_lyase-activating_enzyme_1~~~NP_459945.2~~~Victors_161353606 gi|161353606|ref|NP_459945.2| pyruvate formate lyase-activating enzyme 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
DJPMMEHC_00802	10	411	411	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_F~~~YP_001217803.1~~~Victors_147675137	7	408	408	2.65e-248	402	82.3	0	0	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_F~~~YP_001217803.1~~~Victors_147675137 gi|147675137|ref|YP_001217803.1| Na(+)-translocating NADH-quinone reductase subunit F [Vibrio cholerae O395]
DJPMMEHC_00803	1	198	198	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_E~~~YP_001217804.1~~~Victors_147674521	1	198	198	7.18e-113	198	82.3	0	0	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_E~~~YP_001217804.1~~~Victors_147674521 gi|147674521|ref|YP_001217804.1| Na(+)-translocating NADH-quinone reductase subunit E [Vibrio cholerae O395]
DJPMMEHC_00806	1	411	411	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_B~~~NP_251688.1~~~Victors_15598194	1	403	403	2.72e-181	413	62.0	12	7	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_B~~~NP_251688.1~~~Victors_15598194 gi|15598194|ref|NP_251688.1| Na(+)-translocating NADH-quinone reductase subunit B [Pseudomonas aeruginosa PAO1]
DJPMMEHC_00807	1	447	447	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_A~~~YP_001052863.1~~~Victors_126207638	1	449	449	4.25e-255	449	76.8	2	2	victors~~~Na(+)-translocating_NADH-quinone_reductase_subunit_A~~~YP_001052863.1~~~Victors_126207638 gi|126207638|ref|YP_001052863.1| Na(+)-translocating NADH-quinone reductase subunit A [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00813	1	56	56	victors~~~50S_ribosomal_protein_L32~~~YP_001054075.1~~~Victors_126208850	1	56	56	1.78e-35	56	96.4	0	0	victors~~~50S_ribosomal_protein_L32~~~YP_001054075.1~~~Victors_126208850 gi|126208850|ref|YP_001054075.1| 50S ribosomal protein L32 [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00816	1	241	242	victors~~~3-ketoacyl-ACP_reductase~~~YP_001217548.1~~~Victors_147675453	7	247	248	2.79e-112	241	68.0	0	0	victors~~~3-ketoacyl-ACP_reductase~~~YP_001217548.1~~~Victors_147675453 gi|147675453|ref|YP_001217548.1| 3-ketoacyl-ACP reductase [Vibrio cholerae O395]
DJPMMEHC_00849	1	423	425	victors~~~threonine_synthase~~~YP_001652520.1~~~Victors_165976927	1	423	426	5.56e-265	423	85.6	0	0	victors~~~threonine_synthase~~~YP_001652520.1~~~Victors_165976927 gi|165976927|ref|YP_001652520.1| threonine synthase [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00871	4	447	449	victors~~~glutamate_dehydrogenase~~~YP_975591.1~~~Victors_121635346	1	443	444	1.56e-207	445	64.9	3	2	victors~~~glutamate_dehydrogenase~~~YP_975591.1~~~Victors_121635346 gi|121635346|ref|YP_975591.1| glutamate dehydrogenase [Neisseria meningitidis FAM18]
DJPMMEHC_00872	1	146	146	victors~~~ferric_uptake_regulation_protein~~~YP_001652231.1~~~Victors_165976638	1	148	149	1.70e-75	148	70.9	2	1	victors~~~ferric_uptake_regulation_protein~~~YP_001652231.1~~~Victors_165976638 gi|165976638|ref|YP_001652231.1| ferric uptake regulation protein [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00878	1	355	357	victors~~~chorismate_synthase~~~NP_456925.1~~~Victors_16761308	1	350	361	4.00e-192	355	74.1	5	1	victors~~~chorismate_synthase~~~NP_456925.1~~~Victors_16761308 gi|16761308|ref|NP_456925.1| chorismate synthase [Salmonella enterica subsp. enterica serovar Typhi str. CT18]
DJPMMEHC_00892	4	343	343	victors~~~branched-chain_amino_acid_aminotransferase~~~NP_345345.1~~~Victors_15900741	5	340	340	4.88e-182	341	70.1	6	2	victors~~~branched-chain_amino_acid_aminotransferase~~~NP_345345.1~~~Victors_15900741 gi|15900741|ref|NP_345345.1| branched-chain amino acid aminotransferase [Streptococcus pneumoniae TIGR4]
DJPMMEHC_00896	1	287	289	victors~~~succinyl-CoA_synthetase_subunit_alpha~~~YP_169538.1~~~Victors_56707642	1	287	290	5.44e-146	287	70.4	0	0	victors~~~succinyl-CoA_synthetase_subunit_alpha~~~YP_169538.1~~~Victors_56707642 gi|56707642|ref|YP_169538.1| succinyl-CoA synthetase subunit alpha [Francisella tularensis subsp. tularensis SCHU S4]
DJPMMEHC_00902	1	711	711	victors~~~phosphate_acetyltransferase~~~YP_001216565.1~~~Victors_147675254	1	711	714	0.0	712	69.2	2	2	victors~~~phosphate_acetyltransferase~~~YP_001216565.1~~~Victors_147675254 gi|147675254|ref|YP_001216565.1| phosphate acetyltransferase [Vibrio cholerae O395]
DJPMMEHC_00906	1	504	505	victors~~~amidophosphoribosyltransferase~~~YP_001216476.1~~~Victors_147673131	1	502	504	1.29e-247	506	67.4	6	4	victors~~~amidophosphoribosyltransferase~~~YP_001216476.1~~~Victors_147673131 gi|147673131|ref|YP_001216476.1| amidophosphoribosyltransferase [Vibrio cholerae O395]
DJPMMEHC_00914	5	235	235	victors~~~thiol-disulfide_interchange_protein~~~NP_439371.2~~~Victors_30995432	1	231	231	2.49e-160	231	98.3	0	0	victors~~~thiol-disulfide_interchange_protein~~~NP_439371.2~~~Victors_30995432 gi|30995432|ref|NP_439371.2| thiol-disulfide interchange protein [Haemophilus influenzae Rd KW20]
DJPMMEHC_00926	2	106	106	victors~~~translation_initiation_factor_Sui1~~~NP_460665.1~~~Victors_16765050	4	108	108	5.16e-51	105	70.5	0	0	victors~~~translation_initiation_factor_Sui1~~~NP_460665.1~~~Victors_16765050 gi|16765050|ref|NP_460665.1| translation initiation factor Sui1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
DJPMMEHC_00932	1	474	474	victors~~~dihydrolipoamide_dehydrogenase~~~YP_001053474.1~~~Victors_126208249	1	474	474	0.0	474	96.2	0	0	victors~~~dihydrolipoamide_dehydrogenase~~~YP_001053474.1~~~Victors_126208249 gi|126208249|ref|YP_001053474.1| dihydrolipoamide dehydrogenase [Actinobacillus pleuropneumoniae serovar 5b str. L20]
DJPMMEHC_00933	1	633	633	victors~~~dihydrolipoamide_acetyltransferase~~~NP_232043.1~~~Victors_15642410	7	635	635	3.38e-270	648	68.1	34	7	victors~~~dihydrolipoamide_acetyltransferase~~~NP_232043.1~~~Victors_15642410 gi|15642410|ref|NP_232043.1| dihydrolipoamide acetyltransferase [Vibrio cholerae O1 biovar El Tor str. N16961]
DJPMMEHC_00937	1	635	635	victors~~~molecular_chaperone_DnaK~~~YP_001652945.1~~~Victors_165977352	1	633	633	0.0	635	93.2	2	1	victors~~~molecular_chaperone_DnaK~~~YP_001652945.1~~~Victors_165977352 gi|165977352|ref|YP_001652945.1| molecular chaperone DnaK [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
DJPMMEHC_00938	1	379	382	victors~~~chaperone_protein_DnaJ~~~YP_001652944.1~~~Victors_165977351	1	379	380	5.13e-185	382	80.6	6	3	victors~~~chaperone_protein_DnaJ~~~YP_001652944.1~~~Victors_165977351 gi|165977351|ref|YP_001652944.1| chaperone protein DnaJ [Actinobacillus pleuropneumoniae serovar 3 str. JL03]
